source,target
Nicu Sebe,Yan Yan
Sebastian Curi,Andreas Krause
Cuiling Lan,Wenjun Zeng
Portugal),Universidade de Lisboa
Portugal),Portugal)
Portugal),Universidade de Lisboa
Portugal),Portugal)
Universidade de Lisboa,Portugal)
Universidade de Lisboa,Universidade de Lisboa
Universidade de Lisboa,Portugal)
Portugal),Universidade de Lisboa
Portugal),Portugal)
Universidade de Lisboa,Portugal)
Cuiling Lan,Wenjun Zeng
Ruizhou Ding,Diana Marculescu
Ruizhou Ding,Diana Marculescu
Ruizhou Ding,Diana Marculescu
Zhizheng Zhang,Cuiling Lan
Zhizheng Zhang,Wenjun Zeng
Zhizheng Zhang,Xin Jin
Zhizheng Zhang,Zhibo Chen
Cuiling Lan,Wenjun Zeng
Cuiling Lan,Xin Jin
Cuiling Lan,Zhibo Chen
Wenjun Zeng,Xin Jin
Wenjun Zeng,Zhibo Chen
Xin Jin,Zhibo Chen
Santiago Pascual,Joan Serr\`a
Santiago Pascual,Yoshua Bengio
Joan Serr\`a,Yoshua Bengio
Santiago Pascual,Joan Serr\`a
Ryan Marcus,Tim Kraska
Lixin Cui,Edwin R. Hancock
Wei Zhang,Xiaodong Cui
Wei Zhang,Brian Kingsbury
Wei Zhang,George Saon
Xiaodong Cui,Brian Kingsbury
Xiaodong Cui,George Saon
Brian Kingsbury,George Saon
Ying Cui,Yang Yang
Ying Cui,Rui Wang
Yang Yang,Rui Wang
Hao Tang,Dan Xu
Hao Tang,Nicu Sebe
Hao Tang,Yan Yan
Dan Xu,Nicu Sebe
Dan Xu,Yan Yan
Nicu Sebe,Yan Yan
Wei Xu,Ying Cui
Wei Xu,Zhi Liu
Ying Cui,Zhi Liu
David Acuna,Sanja Fidler
Xin Jin,Cuiling Lan
Xin Jin,Wenjun Zeng
Xin Jin,Zhizheng Zhang
Xin Jin,Zhibo Chen
Cuiling Lan,Wenjun Zeng
Cuiling Lan,Zhizheng Zhang
Cuiling Lan,Zhibo Chen
Wenjun Zeng,Zhizheng Zhang
Wenjun Zeng,Zhibo Chen
Zhizheng Zhang,Zhibo Chen
Nicu Sebe,Elisa Ricci
Nicu Sebe,Jian Yang
Elisa Ricci,Jian Yang
Rui Fan,Ming Liu
Barret Zoph,Ekin D. Cubuk
Bo Wu,Murat Cubuktepe
Bo Wu,Ufuk Topcu
Murat Cubuktepe,Ufuk Topcu
David Acuna,Sanja Fidler
Lu Bai,Lixin Cui
Lu Bai,Edwin R. Hancock
Lixin Cui,Edwin R. Hancock
Curtis Bright,Vijay Ganesh
Mariana-Iuliana Georgescu,Radu Tudor Ionescu
Qimei Cui,Ping Zhang
Ruizhou Ding,Diana Marculescu
Hao Tang,Wei Wang
Hao Tang,Dan Xu
Hao Tang,Nicu Sebe
Wei Wang,Dan Xu
Wei Wang,Nicu Sebe
Dan Xu,Nicu Sebe
Ying Cui,Wei Liu
Ying Cui,Hui Liu
Wei Liu,Hui Liu
Nicu Sebe,Elisa Ricci
Nicu Sebe,Giovanni Iacca
Sasa Grbic,Dorin Comaniciu
Murat Cubuktepe,Nils Jansen
Murat Cubuktepe,and Ufuk Topcu
Nils Jansen,and Ufuk Topcu
Cunliang Kong,Yang Liu
Kartikeya Bhardwaj,Radu Marculescu
Nils Jansen,Bo Wu
Nils Jansen,and Ufuk Topcu
Bo Wu,and Ufuk Topcu
Alexis Decurninge,Maxime Guillaud
Michele Alberti,Vinaychandran Pondenkandath
Michele Alberti,Marcus Liwicki
Vinaychandran Pondenkandath,Marcus Liwicki
Daniela Micucci,Leonardo Mariani
Maxime Guillaud,Alexis Decurninge
Xin Jin,Cuiling Lan
Xin Jin,Wenjun Zeng
Xin Jin,Zhibo Chen
Cuiling Lan,Wenjun Zeng
Cuiling Lan,Zhibo Chen
Wenjun Zeng,Zhibo Chen
Cunxiang Wang,Yue Zhang
Joan Serr\`a,Santiago Pascual
Hao Tang,Yan Yan
Hao Tang,Nicu Sebe
Yan Yan,Nicu Sebe
Trevor Darrell,Marcus Rohrbach
Kevin Gimpel,Karen Livescu
Zheyan Shen,Peng Cui
Zhen Cui,Chunyan Xu
Zhen Cui,Yan Yan
Chunyan Xu,Yan Yan
Michele Alberti,Vinaychandran Pondenkandath
Michele Alberti,Marcus Liwicki
Vinaychandran Pondenkandath,Marcus Liwicki
Michele Alberti,Vinaychandran Pondenkandath
Curtis Bright,Vijay Ganesh
Bogdan Georgescu,Sasa Grbic
Ruizhou Ding,Diana Marculescu
Yiming Cui,Wanxiang Che
Yiming Cui,Ting Liu
Yiming Cui,Ziqing Yang
Wanxiang Che,Ting Liu
Wanxiang Che,Ziqing Yang
Ting Liu,Ziqing Yang
Karen Livescu,Kevin Gimpel
Adrian V. Dalca,Mert R. Sabuncu
Barret Zoph,Ekin D. Cubuk
Barret Zoph,Tsung-Yi Lin
Ekin D. Cubuk,Tsung-Yi Lin
Michele Alberti,Vinaychandran Pondenkandath
Sebastian Curi,Andreas Krause
Ruizhou Ding,Diana Marculescu
Sweden,Sweden
Sweden,London
Sweden,UK
Sweden,USA
Sweden,Canada
Sweden,USA
Sweden,USA
Sweden,USA
Sweden,Australia
Sweden,Germany
Sweden,USA
Sweden,UK
Sweden,Australia
Sweden,Canada
Sweden,UK
Sweden,TX
Sweden,USA
Sweden,Sweden
Sweden,Sweden
Sweden,Sweden
Sweden,London
Sweden,UK
Sweden,USA
Sweden,Canada
Sweden,USA
Sweden,USA
Sweden,USA
Sweden,Australia
Sweden,Germany
Sweden,USA
Sweden,UK
Sweden,Australia
Sweden,Canada
Sweden,UK
Sweden,TX
Sweden,USA
Sweden,Sweden
Sweden,Sweden
Sweden,Sweden
London,UK
London,USA
London,Canada
London,USA
London,USA
London,USA
London,Australia
London,Germany
London,USA
London,UK
London,Australia
London,Canada
London,UK
London,TX
London,USA
London,Sweden
London,Sweden
London,Sweden
UK,USA
UK,Canada
UK,USA
UK,USA
UK,USA
UK,Australia
UK,Germany
UK,USA
UK,UK
UK,Australia
UK,Canada
UK,UK
UK,TX
UK,USA
UK,Sweden
UK,Sweden
UK,Sweden
USA,Canada
USA,USA
USA,USA
USA,USA
USA,Australia
USA,Germany
USA,USA
USA,UK
USA,Australia
USA,Canada
USA,UK
USA,TX
USA,USA
USA,Sweden
USA,Sweden
USA,Sweden
Canada,USA
Canada,USA
Canada,USA
Canada,Australia
Canada,Germany
Canada,USA
Canada,UK
Canada,Australia
Canada,Canada
Canada,UK
Canada,TX
Canada,USA
Canada,Sweden
Canada,Sweden
Canada,Sweden
USA,USA
USA,USA
USA,Australia
USA,Germany
USA,USA
USA,UK
USA,Australia
USA,Canada
USA,UK
USA,TX
USA,USA
USA,Sweden
USA,Sweden
USA,Sweden
USA,USA
USA,Australia
USA,Germany
USA,USA
USA,UK
USA,Australia
USA,Canada
USA,UK
USA,TX
USA,USA
USA,Sweden
USA,Sweden
USA,Sweden
USA,Australia
USA,Germany
USA,USA
USA,UK
USA,Australia
USA,Canada
USA,UK
USA,TX
USA,USA
USA,Sweden
USA,Sweden
USA,Sweden
Australia,Germany
Australia,USA
Australia,UK
Australia,Australia
Australia,Canada
Australia,UK
Australia,TX
Australia,USA
Australia,Sweden
Australia,Sweden
Australia,Sweden
Germany,USA
Germany,UK
Germany,Australia
Germany,Canada
Germany,UK
Germany,TX
Germany,USA
Germany,Sweden
Germany,Sweden
Germany,Sweden
USA,UK
USA,Australia
USA,Canada
USA,UK
USA,TX
USA,USA
USA,Sweden
USA,Sweden
USA,Sweden
UK,Australia
UK,Canada
UK,UK
UK,TX
UK,USA
UK,Sweden
UK,Sweden
UK,Sweden
Australia,Canada
Australia,UK
Australia,TX
Australia,USA
Australia,Sweden
Australia,Sweden
Australia,Sweden
Canada,UK
Canada,TX
Canada,USA
Canada,Sweden
Canada,Sweden
Canada,Sweden
UK,TX
UK,USA
UK,Sweden
UK,Sweden
UK,Sweden
TX,USA
TX,Sweden
TX,Sweden
TX,Sweden
USA,Sweden
USA,Sweden
USA,Sweden
Sweden,Sweden
Sweden,Sweden
Sweden,Sweden
Cuiyun Gao,Michael R. Lyu
Fangcheng Fu,Yingxia Shao
Fangcheng Fu,Bin Cui
Yingxia Shao,Bin Cui
Wankai Tang,Shi Jin
Lorenzo Baraldi,Rita Cucchiara
Curtis Bright,Vijay Ganesh
Zhen Li,Weiwei Cui
Wei Zhang,Xiaodong Cui
Wei Zhang,George Saon
Wei Zhang,Brian Kingsbury
Xiaodong Cui,George Saon
Xiaodong Cui,Brian Kingsbury
George Saon,Brian Kingsbury
David Acuna,Sanja Fidler
Nicu Sebe,Bruno Lepri
Curtis Hawthorne,Adam Roberts
Sebastian Curi,Andreas Krause
Jie Xu,and Shuguang Cui
Cunhang Fan,Jianhua Tao
Cunhang Fan,Jiangyan Yi
Jianhua Tao,Jiangyan Yi
Germany,Germany
Germany,Germany
Germany,Germany)
Germany,Germany
Germany,Germany)
Germany,Germany)
Simone Calderara,Rita Cucchiara
Cui Tao,Rui Zhang
Kartikeya Bhardwaj,Radu Marculescu
Cuong Nguyen,Thanh-Toan Do
Curtis Bright,Vijay Ganesh
Cunsheng Ding,Chunming Tang
Chunming Tang,Cunsheng Ding
Zeyu Cui,Shu Wu
Zeyu Cui,Liang Wang
Shu Wu,Liang Wang
Cunhua Pan,Zhaohui Yang
Hao Tang,Dan Xu
Hao Tang,Wei Wang
Hao Tang,Nicu Sebe
Hao Tang,Yan Yan
Dan Xu,Wei Wang
Dan Xu,Nicu Sebe
Dan Xu,Yan Yan
Wei Wang,Nicu Sebe
Wei Wang,Yan Yan
Nicu Sebe,Yan Yan
Adrian V. Dalca,Mert R. Sabuncu
Brian Kingsbury,Xiaodong Cui
Brian Kingsbury,George Saon
Xiaodong Cui,George Saon
Mert R. Sabuncu,Adrian V. Dalca
Yue Wang,Lixin Cui
Yue Wang,Lu Bai
Lixin Cui,Lu Bai
Tom Everitt,Marcus Hutter
Wei Xu,Kezhi Wang
Wei Xu,Cunhua Pan
Kezhi Wang,Cunhua Pan
Dan Xu,Nicu Sebe
Wei Chen,Jun Wei
Chang Liu,Han Yu
Chang Liu,Xuansong Xie
Chang Liu,Lizhen Cui
Chang Liu,Chunyan Miao
Han Yu,Xuansong Xie
Han Yu,Lizhen Cui
Han Yu,Chunyan Miao
Xuansong Xie,Lizhen Cui
Xuansong Xie,Chunyan Miao
Lizhen Cui,Chunyan Miao
Yiming Cui,Wanxiang Che
Yiming Cui,Ting Liu
Yiming Cui,Shijin Wang
Yiming Cui,Guoping Hu
Wanxiang Che,Ting Liu
Wanxiang Che,Shijin Wang
Wanxiang Che,Guoping Hu
Ting Liu,Shijin Wang
Ting Liu,Guoping Hu
Shijin Wang,Guoping Hu
Simon Graham,Nasir Rajpoot
Cuiling Lan,Wenjun Zeng
Bo Pang,Radu Soricut
Gui Zhou,Cunhua Pan
Gui Zhou,Hong Ren
Gui Zhou,Kezhi Wang
Cunhua Pan,Hong Ren
Cunhua Pan,Kezhi Wang
Hong Ren,Kezhi Wang
Dan Xu,Elisa Ricci
Dan Xu,Nicu Sebe
Elisa Ricci,Nicu Sebe
Mingzhe Chen,Zhaohui Yang
Mingzhe Chen,and Shuguang Cui
Zhaohui Yang,and Shuguang Cui
Sitao Luan,Doina Precup
Zhe Xu,Bo Wu
Mihai Zanfir,Andrei Zanfir
Mihai Zanfir,Cristian Sminchisescu
Andrei Zanfir,Cristian Sminchisescu
Yiming Cui,Ting Liu
Yiming Cui,Shijin Wang
Yiming Cui,Guoping Hu
Ting Liu,Shijin Wang
Ting Liu,Guoping Hu
Shijin Wang,Guoping Hu
Yoshua Bengio,Doina Precup
Kevin Gimpel,Radu Soricut
Abbas Acar,A. Selcuk Uluagac
Kartikeya Bhardwaj,Radu Marculescu
David Acuna,Sanja Fidler
Bo Pang,Radu Soricut
Marcella Cornia,Lorenzo Baraldi
Marcella Cornia,Rita Cucchiara
Lorenzo Baraldi,Rita Cucchiara
Hidayet Aksu,A. Selcuk Uluagac
Xupeng Miao,Wentao Zhang
Xupeng Miao,Bo Li
Xupeng Miao,Yingxia Shao
Wentao Zhang,Bo Li
Wentao Zhang,Yingxia Shao
Bo Li,Yingxia Shao
Zeyu Cui,Shu Wu
Zeyu Cui,Liang Wang
Shu Wu,Liang Wang
Faculdade de Ci\^encias,Universidade de Lisboa
Faculdade de Ci\^encias,Universidade de Lisboa
Faculdade de Ci\^encias,Portugal)
Universidade de Lisboa,Universidade de Lisboa
Universidade de Lisboa,Portugal)
Universidade de Lisboa,Portugal)
Cunsheng Ding,Chunming Tang
Lu Bai,Lixin Cui
Lu Bai,Yue Wang
Lixin Cui,Yue Wang
Kartikeya Bhardwaj,Radu Marculescu
Jing Zhang,Hong Chen
Jing Zhang,Cuiping Li
Hong Chen,Cuiping Li
Sebastian Curi,Andreas Krause
Wei Zhang,Youssef Mroueh
Wei Zhang,Xiaodong Cui
Youssef Mroueh,Xiaodong Cui
Jing Zhang,Hong Chen
Jing Zhang,Cuiping Li
Hong Chen,Cuiping Li
Youssef Mroueh,Tom Sercu
Peng Cui,Wenwu Zhu
Ziyuan Pu,Zhiyong Cui
Ziyuan Pu,Shuo Wang
Zhiyong Cui,Shuo Wang
Ziyuan Pu,Zhiyong Cui
Wei Wang,Tao Cui
Ziyuan Pu,Shuo Wang
Ziyuan Pu,Zhiyong Cui
Shuo Wang,Zhiyong Cui
Yuhao Zhang,Curtis P. Langlotz
Leyang Cui,Yue Zhang
Ziqing Yang,Yiming Cui
Ziqing Yang,Wanxiang Che
Ziqing Yang,Ting Liu
Ziqing Yang,Shijin Wang
Yiming Cui,Wanxiang Che
Yiming Cui,Ting Liu
Yiming Cui,Shijin Wang
Wanxiang Che,Ting Liu
Wanxiang Che,Shijin Wang
Ting Liu,Shijin Wang
Liang Wang,Kezhi Wang
Liang Wang,Cunhua Pan
Liang Wang,Wei Xu
Kezhi Wang,Cunhua Pan
Kezhi Wang,Wei Xu
Cunhua Pan,Wei Xu
Mariana-Iuliana Georgescu,Radu Tudor Ionescu
Wankai Tang,Xiangyu Chen
Wankai Tang,Shi Jin
Wankai Tang,Qiang Cheng
Xiangyu Chen,Shi Jin
Xiangyu Chen,Qiang Cheng
Shi Jin,Qiang Cheng
Ziyuan Pu,Zhiyong Cui
Yiming Cui,Wanxiang Che
Yiming Cui,Ting Liu
Yiming Cui,Shijin Wang
Yiming Cui,Guoping Hu
Wanxiang Che,Ting Liu
Wanxiang Che,Shijin Wang
Wanxiang Che,Guoping Hu
Ting Liu,Shijin Wang
Ting Liu,Guoping Hu
Shijin Wang,Guoping Hu
Trevor Darrell,Marcus Rohrbach
Radu Tudor Ionescu,Nicu Sebe
Jun Wang,Ying Cui
Bo Wu,and Ufuk Topcu
Xiaodong Cun,Chi-Man Pun
Bo Li,Peng Cui
Daniela Micucci,Leonardo Mariani
Daniela Micucci,Leonardo Mariani
Zhe Xu,Ufuk Topcu
Abbas Acar,Hidayet Aksu
Abbas Acar,A. Selcuk Uluagac
Hidayet Aksu,A. Selcuk Uluagac
Yue Wang,Philip S. Yu
Yue Wang,Lu Bai
Yue Wang,Lixin Cui
Philip S. Yu,Lu Bai
Philip S. Yu,Lixin Cui
Lu Bai,Lixin Cui
Yue Zhang,Leyang Cui
Zhiyuan Liu,Maosong Sun
Lorenzo Baraldi,Marcella Cornia
Lorenzo Baraldi,Rita Cucchiara
Marcella Cornia,Rita Cucchiara
Zheyan Shen,Peng Cui
Zheyan Shen,Tong Zhang
Peng Cui,Tong Zhang
Ryan Marcus,Tim Kraska
Hong Ren,Cunhua Pan
Hong Ren,Maged Elkashlan
Cunhua Pan,Maged Elkashlan
Hong Ren,Cunhua Pan
Hong Ren,Maged Elkashlan
Cunhua Pan,Maged Elkashlan
Yinda Zhang,Marc Pollefeys
Yinda Zhang,Zhaopeng Cui
Marc Pollefeys,Zhaopeng Cui
Ross Cutler,Yan Lu
Ekin D. Cubuk,Barret Zoph
Lorenzo Baraldi,Simone Calderara
Lorenzo Baraldi,"Rita
  Cucchiara"
Simone Calderara,"Rita
  Cucchiara"
Rachel Cummings,Yang Liu
Rachel Cummings,Han Yu
Yang Liu,Han Yu
Tsung-Yi Lin,Yin Cui
Pierre-Luc Bacon,Doina Precup
Zhiyong Cui,Ziyuan Pu
Curtis Hawthorne,Ian Simon
Hao Tang,Nicu Sebe
Hao Tang,Nicu Sebe
Marcella Cornia,Lorenzo Baraldi
Marcella Cornia,Rita Cucchiara
Lorenzo Baraldi,Rita Cucchiara
Yiming Cui,Wanxiang Che
Yiming Cui,Ting Liu
Yiming Cui,Shijin Wang
Yiming Cui,Guoping Hu
Wanxiang Che,Ting Liu
Wanxiang Che,Shijin Wang
Wanxiang Che,Guoping Hu
Ting Liu,Shijin Wang
Ting Liu,Guoping Hu
Shijin Wang,Guoping Hu
Yiming Cui,Shijin Wang
Yiming Cui,Ting Liu
Yiming Cui,Zhiyuan Liu
Shijin Wang,Ting Liu
Shijin Wang,Zhiyuan Liu
Ting Liu,Zhiyuan Liu
Canada,Canada
Cuiyun Gao,Yang Liu
Wankai Tang,Shi Jin
Wankai Tang,Qiang Cheng
Shi Jin,Qiang Cheng
France),France)
France),Portugal)
France),Portugal)
France),Portugal)
France),Portugal)
Portugal),Portugal)
Murat Cubuktepe,Nils Jansen
Murat Cubuktepe,Ufuk Topcu
Nils Jansen,Ufuk Topcu
Youssef Mroueh,Wei Zhang
Youssef Mroueh,Xiaodong Cui
Wei Zhang,Xiaodong Cui
Hao Tang,Dan Xu
Hao Tang,Yan Yan
Hao Tang,Nicu Sebe
Dan Xu,Yan Yan
Dan Xu,Nicu Sebe
Yan Yan,Nicu Sebe
Wei Xu,Ying Cui
Hong Ren,Cunhua Pan
Hong Ren,Maged Elkashlan
Cunhua Pan,Maged Elkashlan
Lei Cui,Furu Wei
Chunming Tang,Cunsheng Ding
Pierre-Luc Bacon,Doina Precup
Wenwu Zhu,Xin Wang
Wenwu Zhu,Peng Cui
Xin Wang,Peng Cui
Mariana-Iuliana Georgescu,Radu Tudor Ionescu
Ying Cui,Zhi Liu
Rui Wang,Ying Cui
David Acuna,Sanja Fidler
Maxime Guillaud,Alexis Decurninge
Xin Jin,Cuiling Lan
Xin Jin,Wenjun Zeng
Xin Jin,Zhibo Chen
Cuiling Lan,Wenjun Zeng
Cuiling Lan,Zhibo Chen
Wenjun Zeng,Zhibo Chen
Chunyan Xu,Zhen Cui
Chunyan Xu,Tong Zhang
Chunyan Xu,Jian Yang
Zhen Cui,Tong Zhang
Zhen Cui,Jian Yang
Tong Zhang,Jian Yang
Daniela Micucci,Leonardo Mariani
Mingzhe Chen,H. Vincent Poor
Mingzhe Chen,and Shuguang Cui
H. Vincent Poor,and Shuguang Cui
Ross Cutler,Robert Aichner
Murat Cubuktepe,Zhe Xu
Murat Cubuktepe,Ufuk Topcu
Zhe Xu,Ufuk Topcu
Kezhi Wang,Li Dong
Kezhi Wang,Cunhua Pan
Li Dong,Cunhua Pan
Zhe Xu,Bo Wu
Santiago Pascual,Yoshua Bengio
Weiran Wang,Karen Livescu
Peng Cui,Bo Li
Mingzhe Chen,Shuguang Cui
Hao Tang,Nicu Sebe
Wei Zhang,Xiaodong Cui
Wei Zhang,Brian Kingsbury
Wei Zhang,George Saon
Wei Zhang,Youssef Mroueh
Xiaodong Cui,Brian Kingsbury
Xiaodong Cui,George Saon
Xiaodong Cui,Youssef Mroueh
Brian Kingsbury,George Saon
Brian Kingsbury,Youssef Mroueh
George Saon,Youssef Mroueh
Cunhang Fan,Jianhua Tao
Cunhang Fan,Jiangyan Yi
Jianhua Tao,Jiangyan Yi
Daniela Micucci,Leonardo Mariani
Cuiyun Gao,Michael R. Lyu
Cuiyun Gao,Xin Xia
Cuiyun Gao,David Lo
Cuiyun Gao,Michael R. Lyu
Xin Xia,David Lo
Xin Xia,Michael R. Lyu
David Lo,Michael R. Lyu
Lu Bai,Lixin Cui
Lu Bai,Edwin R. Hancock
Lixin Cui,Edwin R. Hancock
Xi Chen,Marco Cuturi
France),France)
France),France)
France),France)
Cunhua Pan,Hong Ren
Cunhua Pan,Kezhi Wang
Hong Ren,Kezhi Wang
UNISTRA),UNISTRA)
UNISTRA),UNISTRA)
UNISTRA),UNISTRA)
Iran,Tehran
Iran,Iran
Iran,Italy)
Tehran,Iran
Tehran,Italy)
Iran,Italy)
Xiaodong Cui,Wei Zhang
Xiaodong Cui,George Saon
Wei Zhang,George Saon
Ziqing Yang,Yiming Cui
Ziqing Yang,Wanxiang Che
Ziqing Yang,Ting Liu
Ziqing Yang,Guoping Hu
Yiming Cui,Wanxiang Che
Yiming Cui,Ting Liu
Yiming Cui,Guoping Hu
Wanxiang Che,Ting Liu
Wanxiang Che,Guoping Hu
Ting Liu,Guoping Hu
Xu Yan,Chaoda Zheng
Xu Yan,Zhen Li
Chaoda Zheng,Zhen Li
China,China
Cuong Nguyen,Thanh-Toan Do
Mariana-Iuliana Georgescu,Radu Tudor Ionescu
Mariana-Iuliana Georgescu,Nicolae-Catalin Ristea
Mariana-Iuliana Georgescu,Nicu Sebe
Radu Tudor Ionescu,Nicolae-Catalin Ristea
Radu Tudor Ionescu,Nicu Sebe
Nicolae-Catalin Ristea,Nicu Sebe
Sasa Grbic,Bogdan Georgescu
Sasa Grbic,Dorin Comaniciu
Bogdan Georgescu,Dorin Comaniciu
Beijing,China)
Nicu Sebe,Bruno Lepri
Zhaopeng Cui,Marc Pollefeys
Canada,Canada
Mingzhe Chen,Shuguang Cui
Mingzhe Chen,H. Vincent Poor
Shuguang Cui,H. Vincent Poor
Trevor Darrell,Marcus Rohrbach
Ryan Marcus,Tim Kraska
Ryan Marcus,Tim Kraska
Zhizheng Zhang,Cuiling Lan
Zhizheng Zhang,Wenjun Zeng
Zhizheng Zhang,Zhibo Chen
Cuiling Lan,Wenjun Zeng
Cuiling Lan,Zhibo Chen
Wenjun Zeng,Zhibo Chen
Shuguang Cui,Xiaoguang Han
Hao Tang,Dan Xu
Hao Tang,Nicu Sebe
Hao Tang,Radu Timofte
Hao Tang,Luc Van Gool
Dan Xu,Nicu Sebe
Dan Xu,Radu Timofte
Dan Xu,Luc Van Gool
Nicu Sebe,Radu Timofte
Nicu Sebe,Luc Van Gool
Radu Timofte,Luc Van Gool
Simone Calderara,Rita Cucchiara
Curtis Hawthorne,Jesse Engel
Jiangyan Yi,Jianhua Tao
Jiangyan Yi,Cunhang Fan
Jianhua Tao,Cunhang Fan
Simone Calderara,"Rita
  Cucchiara"
Alexis Decurninge,Maxime Guillaud
Ekin Dogus Cubuk,Barret Zoph
Ekin Dogus Cubuk,Yang Song
Barret Zoph,Yang Song
Bogdan Georgescu,Sasa Grbic
Bogdan Georgescu,Dorin Comaniciu
Sasa Grbic,Dorin Comaniciu
UK),Germany)
UK),Portugal)
Germany),Portugal)
Faculdade de Ci\^encias,Universidade de Lisboa
Faculdade de Ci\^encias,Portugal)
Faculdade de Ci\^encias,Faculdade de Ci\^encias
Faculdade de Ci\^encias,Portugal)
Faculdade de Ci\^encias,Faculdade de Ci\^encias
Faculdade de Ci\^encias,Universidade de Lisboa
Faculdade de Ci\^encias,Portugal)
Universidade de Lisboa,Portugal)
Universidade de Lisboa,Faculdade de Ci\^encias
Universidade de Lisboa,Portugal)
Universidade de Lisboa,Faculdade de Ci\^encias
Universidade de Lisboa,Universidade de Lisboa
Universidade de Lisboa,Portugal)
Portugal),Faculdade de Ci\^encias
Portugal),Portugal)
Portugal),Faculdade de Ci\^encias
Portugal),Universidade de Lisboa
Portugal),Portugal)
Faculdade de Ci\^encias,Portugal)
Faculdade de Ci\^encias,Faculdade de Ci\^encias
Faculdade de Ci\^encias,Universidade de Lisboa
Faculdade de Ci\^encias,Portugal)
Portugal),Faculdade de Ci\^encias
Portugal),Universidade de Lisboa
Portugal),Portugal)
Faculdade de Ci\^encias,Universidade de Lisboa
Faculdade de Ci\^encias,Portugal)
Universidade de Lisboa,Portugal)
2),3)
2),Sweden
2),Sweden
2),Australia
3),Sweden
3),Sweden
3),Australia
Sweden,Sweden
Sweden,Australia
Sweden,Australia
Hongzhi Yin,Lizhen Cui
Murat Cubuktepe,and Ufuk Topcu
Enver Sangineto,Nicu Sebe
Yiming Cui,Ting Liu
Yiming Cui,Shijin Wang
Yiming Cui,Guoping Hu
Ting Liu,Shijin Wang
Ting Liu,Guoping Hu
Shijin Wang,Guoping Hu
Yiming Cui,Ting Liu
Yiming Cui,Ziqing Yang
Yiming Cui,Shijin Wang
Yiming Cui,Guoping Hu
Ting Liu,Ziqing Yang
Ting Liu,Shijin Wang
Ting Liu,Guoping Hu
Ziqing Yang,Shijin Wang
Ziqing Yang,Guoping Hu
Shijin Wang,Guoping Hu
Wei Chen,Kartikeya Bhardwaj
Wei Chen,Radu Marculescu
Kartikeya Bhardwaj,Radu Marculescu
Ryan Marcus,Tim Kraska
Leyang Cui,Yue Zhang
Cunsheng Ding,Chunming Tang
Miaomiao Cui,Xuansong Xie
Zhun Zhong,Nicu Sebe
Aliaksandr Siarohin,Enver Sangineto
Aliaksandr Siarohin,Nicu Sebe
Enver Sangineto,Nicu Sebe
Germany,Germany
Germany,Germany
Germany,USA)
Germany,Germany
Germany,USA)
Germany,USA)
Cuiyun Gao,Yang Liu
Cuiyun Gao,Michael R. Lyu
Yang Liu,Michael R. Lyu
Cunhua Pan,Hong Ren
Cunhua Pan,Kezhi Wang
Hong Ren,Kezhi Wang
Shuo Wang,Rossella Arcucci
Zhiyuan Liu,Maosong Sun
Yin Cui,Serge Belongie
Yiming Cui,Wanxiang Che
Yiming Cui,Ting Liu
Wanxiang Che,Ting Liu
Marcella Cornia,Lorenzo Baraldi
Marcella Cornia,Rita Cucchiara
Lorenzo Baraldi,Rita Cucchiara
Yiming Cui,Ting Liu
Yiming Cui,Shijin Wang
Yiming Cui,Guoping Hu
Ting Liu,Shijin Wang
Ting Liu,Guoping Hu
Shijin Wang,Guoping Hu
Ryan Marcus,Tim Kraska
Zeyu Cui,Shu Wu
Adrian V. Dalca,Mert R. Sabuncu
Yiming Cui,Wanxiang Che
Yiming Cui,Ting Liu
Yiming Cui,Shijin Wang
Yiming Cui,Guoping Hu
Wanxiang Che,Ting Liu
Wanxiang Che,Shijin Wang
Wanxiang Che,Guoping Hu
Ting Liu,Shijin Wang
Ting Liu,Guoping Hu
Shijin Wang,Guoping Hu
Ziqing Yang,Yiming Cui
Ziqing Yang,Ting Liu
Ziqing Yang,Shijin Wang
Yiming Cui,Ting Liu
Yiming Cui,Shijin Wang
Ting Liu,Shijin Wang
Bo Pang,Radu Soricut
Ryan Marcus,Tim Kraska
Zhaohui Yang,Mingzhe Chen
Zhaohui Yang,Wei Xu
Zhaohui Yang,H. Vincent Poor
Zhaohui Yang,Shuguang Cui
Mingzhe Chen,Wei Xu
Mingzhe Chen,H. Vincent Poor
Mingzhe Chen,Shuguang Cui
Wei Xu,H. Vincent Poor
Wei Xu,Shuguang Cui
H. Vincent Poor,Shuguang Cui
Bogdan Georgescu,Sasa Grbic
Bogdan Georgescu,Dorin Comaniciu
Sasa Grbic,Dorin Comaniciu
Radu Timofte,Bo Pang
Radu Timofte,Jian Yang
Zhaopeng Cui,Marc Pollefeys
Babak Naderi,Ross Cutler
Simone Calderara,Rita Cucchiara
Rui Zhang,Wei Zhang
Rui Zhang,Xiaodong Cui
Wei Zhang,Xiaodong Cui
Hongzhi Yin,Tong Chen
Hongzhi Yin,Lizhen Cui
Tong Chen,Lizhen Cui
Ekin D. Cubuk,Barret Zoph
Hao Tang,Nicu Sebe
Xin Jin,Cuiling Lan
Xin Jin,Wenjun Zeng
Xin Jin,Zhibo Chen
Cuiling Lan,Wenjun Zeng
Cuiling Lan,Zhibo Chen
Wenjun Zeng,Zhibo Chen
Zhiyong Cui,Ziyuan Pu
